Core,Date,Time,Run,Headspace,Valve
BC15-5,8/14/18,3.53-4.58,6,15,3
SEAWATER,8/14/18,3.53-4.58,6,15,4
BC15-13,8/14/18,3.53-4.58,6,17,5
BC4-14,8/14/18,3.53-4.58,6,15,6
BC15-8,8/14/18,3.53-4.58,6,19,7
BC15-12,8/14/18,3.53-4.58,6,16,8
BC15-3,8/14/18,3.53-4.58,6,18,9
BC4-11,8/14/18,3.53-4.58,6,15,10
BC15-9,8/14/18,3.53-4.58,6,19,11
BC15-1,8/14/18,3.53-4.58,6,15,12
BC15-4,8/14/18,3.53-4.58,6,16,13
BC15-14,8/14/18,3.53-4.58,6,16,14
BC2-11,8/15/18,8.29-9.30,1,16.5,1
BC3-4,8/15/18,8.29-9.30,1,16.5,3
BC2-11,8/15/18,8.29-9.30,1,16.5,4
BC3-11,8/15/18,8.29-9.30,1,17,5
BC2-9,8/15/18,8.29-9.30,1,16,6
BC2-12,8/15/18,8.29-9.30,1,17,7
BC2-2,8/15/18,8.29-9.30,1,16.5,8
BC3-13,8/15/18,8.29-9.30,1,16.5,9
BC2-8,8/15/18,8.29-9.30,1,17,10
BC3-8,8/15/18,8.29-9.30,1,17,11
BC2-4,8/15/18,8.29-9.30,1,17,12
BC2-6,8/15/18,8.29-9.30,1,15,13
BC2-14,8/15/18,8.29-9.30,1,17.5,14
BC2-3,8/15/18,8.29-9.30,1,16,15
BC4-2,8/15/18,9.57-11.02,2,17.5,1
BC3-10,8/15/18,9.57-11.02,2,17,3
BC4-14,8/15/18,9.57-11.02,2,15,4
BC4-5,8/15/18,9.57-11.02,2,15,5
BC4-4,8/15/18,9.57-11.02,2,17,6
BC3-10,8/15/18,9.57-11.02,2,17,7
BC3-12,8/15/18,9.57-11.02,2,15,8
BC3-9,8/15/18,9.57-11.02,2,16.5,9
BC4-11,8/15/18,9.57-11.02,2,15,10
BC4-13,8/15/18,9.57-11.02,2,15.5,11
BC4-7,8/15/18,9.57-11.02,2,15,12
BC3-6,8/15/18,9.57-11.02,2,15,13
BC3-15,8/15/18,9.57-11.02,2,16.5,14
BC4-1,8/15/18,9.57-11.02,2,16,15
BC15-8,8/15/18,11.16-12.23,3,19,1
BC15-12,8/15/18,11.16-12.23,3,16,3
BC15-13,8/15/18,11.16-12.23,3,17,4
BC15-10,8/15/18,11.16-12.23,3,17,5
BC15-5,8/15/18,11.16-12.23,3,15,6
BC4-6,8/15/18,11.16-12.23,3,15,7
BC15-4,8/15/18,11.16-12.23,3,16,8
BC15-1,8/15/18,11.16-12.23,3,15,9
BC15-14,8/15/18,11.16-12.23,3,16,10
BC4-10,8/15/18,11.16-12.23,3,15,11
BC15-9,8/15/18,11.16-12.23,3,19,12
BC15-3,8/15/18,11.16-12.23,3,18,13
BC2-2,8/16/18,8.22-9.31 ,1,15,1
BC2-11,8/16/18,8.22-9.31 ,1,13.1,3
BC2-12,8/16/18,8.22-9.31 ,1,13.9,4
BC3-12,8/16/18,8.22-9.31 ,1,12,5
BC2-9,8/16/18,8.22-9.31 ,1,14.1,6
BC2-1,8/16/18,8.22-9.31 ,1,16.1,7
BC3-1,8/16/18,8.22-9.31 ,1,14.9,8
BC2-4,8/16/18,8.22-9.31 ,1,17,9
BC2-14,8/16/18,8.22-9.31 ,1,17.5,10
BC2-8,8/16/18,8.22-9.31 ,1,17,11
BC2-6,8/16/18,8.22-9.31 ,1,15,12
BC2-3,8/16/18,8.22-9.31 ,1,16,13
BC3-6,8/16/18,8.22-9.31 ,1,15,14
BC3-9,8/16/18,8.22-9.31 ,1,16.5,15
BC2-2,8/16/18,9.59-11.03,2,16.5,1
BC2-11,8/16/18,9.59-11.03,2,16.5,3
BC2-12,8/16/18,9.59-11.03,2,17,4
BC3-12,8/16/18,9.59-11.03,2,15,5
BC2-9,8/16/18,9.59-11.03,2,16,6
BC2-1,8/16/18,9.59-11.03,2,15,7
BC3-1,8/16/18,9.59-11.03,2,18,8
BC2-4,8/16/18,9.59-11.03,2,17,9
BC2-14,8/16/18,9.59-11.03,2,17.5,10
BC2-8,8/16/18,9.59-11.03,2,17,11
BC2-6,8/16/18,9.59-11.03,2,15,12
BC2-3,8/16/18,9.59-11.03,2,16,13
BC3-6,8/16/18,9.59-11.03,2,15,14
BC3-9,8/16/18,9.59-11.03,2,16.5,15
BC3-10,8/16/18,11.14-12.19,3,15.4,1
BC3-11,8/16/18,11.14-12.19,3,13.7,3
BC3-4,8/16/18,11.14-12.19,3,12.5,4
BC4-6,8/16/18,11.14-12.19,3,12.2,5
BC4-2,8/16/18,11.14-12.19,3,14.7,6
BC4-5,8/16/18,11.14-12.19,3,13.6,7
BC4-14,8/16/18,11.14-12.19,3,13.5,8
BC4-10,8/16/18,11.14-12.19,3,15,9
BC3-15,8/16/18,11.14-12.19,3,16.5,10
BC4-1,8/16/18,11.14-12.19,3,16,11
BC3-8,8/16/18,11.14-12.19,3,17,12
BC4-7,8/16/18,11.14-12.19,3,15,13
BC4-11,8/16/18,11.14-12.19,3,15,14
BC3-13,8/16/18,11.14-12.19,3,16.5,15
BC3-10,8/16/18,12.35-1.41,4,17,1
BC3-11,8/16/18,12.35-1.41,4,17,3
BC3-4,8/16/18,12.35-1.41,4,16.5,4
BC4-6,8/16/18,12.35-1.41,4,15,5
BC4-2,8/16/18,12.35-1.41,4,17.5,6
BC4-5,8/16/18,12.35-1.41,4,15,7
BC4-14,8/16/18,12.35-1.41,4,15,8
BC4-10,8/16/18,12.35-1.41,4,15,9
BC3-15,8/16/18,12.35-1.41,4,16.5,10
BC4-1,8/16/18,12.35-1.41,4,16,11
BC3-8,8/16/18,12.35-1.41,4,17,12
BC4-7,8/16/18,12.35-1.41,4,15,13
BC4-11,8/16/18,12.35-1.41,4,15,14
BC3-13,8/16/18,12.35-1.41,4,16.5,15
BC15-10,8/16/18,1.51-2.58,5,16.5,1
BC15-5,8/16/18,1.51-2.58,5,15,3
BC15-8,8/16/18,1.51-2.58,5,18,4
BC15-12,8/16/18,1.51-2.58,5,15,5
BC15-13,8/16/18,1.51-2.58,5,15.8,7
BC4-4,8/16/18,1.51-2.58,5,14.7,8
BC15-14,8/16/18,1.51-2.58,5,16,9
BC15-1,8/16/18,1.51-2.58,5,15,11
BC15-3,8/16/18,1.51-2.58,5,18,12
BC15-4,8/16/18,1.51-2.58,5,16,13
BC4-13,8/16/18,1.51-2.58,5,15.5,14
BC15-9,8/16/18,1.51-2.58,5,14.9,15
BC15-10,8/16/18,3.15-4.20,6,17,1
BC15-5,8/16/18,3.15-4.20,6,15,3
BC15-8,8/16/18,3.15-4.20,6,19,4
BC15-12,8/16/18,3.15-4.20,6,16,5
BC15-13,8/16/18,3.15-4.20,6,17,7
BC4-4,8/16/18,3.15-4.20,6,17,8
BC15-14,8/16/18,3.15-4.20,6,16,9
BC15-1,8/16/18,3.15-4.20,6,15,11
BC15-3,8/16/18,3.15-4.20,6,18,12
BC15-4,8/16/18,3.15-4.20,6,16,13
BC4-13,8/16/18,3.15-4.20,6,15.5,14
BC15-9,8/16/18,3.15-4.20,6,19,15
BC3-11,8/17/18,8.10-9.16,1,17,1
BC2-9,8/17/18,8.10-9.16,1,16,3
BC3-10,8/17/18,8.10-9.16,1,17,4
BC2-12,8/17/18,8.10-9.16,1,17,5
BC2-2,8/17/18,8.10-9.16,1,16.5,6
BC2-1,8/17/18,8.10-9.16,1,15,7
BC2-11,8/17/18,8.10-9.16,1,16.5,8
BC2-6,8/17/18,8.10-9.16,1,15,9
BC3-8,8/17/18,8.10-9.16,1,17,10
BC2-8,8/17/18,8.10-9.16,1,17,11
BC2-14,8/17/18,8.10-9.16,1,17.5,12
BC2-4,8/17/18,8.10-9.16,1,17,13
BC2-3,8/17/18,8.10-9.16,1,16,14
BC3-15,8/17/18,8.10-9.16,1,16.5,15
BC3-12,8/17/18,9.26-10.29,2,15,1
BC4-2,8/17/18,9.26-10.29,2,17.5,3
BC4-4,8/17/18,9.26-10.29,2,17,4
BC3-4,8/17/18,9.26-10.29,2,16.5,5
BC4-6,8/17/18,9.26-10.29,2,15,6
BC4-5,8/17/18,9.26-10.29,2,15,7
BC3-12,8/17/18,9.26-10.29,2,15,8
BC3-13,8/17/18,9.26-10.29,2,16.5,9
BC3-9,8/17/18,9.26-10.29,2,16.5,10
BC3-6,8/17/18,9.26-10.29,2,15,11
BC4-1,8/17/18,9.26-10.29,2,16,12
BC4-13,8/17/18,9.26-10.29,2,15.5,13
BC4-7,8/17/18,9.26-10.29,2,15,14
BC4-11,8/17/18,9.26-10.29,2,15,15
BC15-12,8/17/18,10.36-11.42,3,16,1
BC15-5,8/17/18,10.36-11.42,3,15,3
BC4-14,8/17/18,10.36-11.42,3,15,4
BC15-13,8/17/18,10.36-11.42,3,17,5
BC15-1,8/17/18,10.36-11.42,3,15,6
BC15-8,8/17/18,10.36-11.42,3,19,7
BC15-10,8/17/18,10.36-11.42,3,17,8
BC15-3,8/17/18,10.36-11.42,3,18,9
BC15-9,8/17/18,10.36-11.42,3,19,10
BC15-14,8/17/18,10.36-11.42,3,16,11
BC4-10,8/17/18,10.36-11.42,3,15,12
BC15-4,8/17/18,10.36-11.42,3,16,13
BC2-1,8/20/18,9.56-11.02,1,15,1
BC2-2,8/20/18,9.56-11.02,1,16.5,3
BC15-13,8/20/18,9.56-11.02,1,17,4
BC15-12,8/20/18,9.56-11.02,1,16,5
BC15-10,8/20/18,9.56-11.02,1,17,6
BC15-5,8/20/18,9.56-11.02,1,15,7
BC15-8,8/20/18,9.56-11.02,1,19,8
BC15-9,8/20/18,9.56-11.02,1,19,9
BC15-3,8/20/18,9.56-11.02,1,18,10
BC2-4,8/20/18,9.56-11.02,1,17,11
BC15-14,8/20/18,9.56-11.02,1,16,12
BC15-1,8/20/18,9.56-11.02,1,15,13
BC2-3,8/20/18,9.56-11.02,1,16,14
BC15-4,8/20/18,9.56-11.02,1,16,15
BC3-10,8/20/18,1.13-12.19,2,17,1
BC3-12,8/20/18,1.13-12.19,2,15,3
BC2-11,8/20/18,1.13-12.19,2,16.5,4
BC3-11,8/20/18,1.13-12.19,2,17,5
BC3-4,8/20/18,1.13-12.19,2,16.5,6
BC2-12,8/20/18,1.13-12.19,2,17,7
BC2-9,8/20/18,1.13-12.19,2,16,8
BC3-8,8/20/18,1.13-12.19,2,17,9
BC2-8,8/20/18,1.13-12.19,2,17,10
BC3-9,8/20/18,1.13-12.19,2,16.5,11
BC2-14,8/20/18,1.13-12.19,2,17.5,12
BC3-6,8/20/18,1.13-12.19,2,15,13
BC3-15,8/20/18,1.13-12.19,2,16.5,14
BC2-6,8/20/18,1.13-12.19,2,15,15
BC4-5,8/20/18,2.00-3.06,3,15,1
BC4-14,8/20/18,2.00-3.06,3,15,3
BC3-1,8/20/18,2.00-3.06,3,18,4
BC4-2,8/20/18,2.00-3.06,3,17.5,5
BC4-6,8/20/18,2.00-3.06,3,15,6
BC4-4,8/20/18,2.00-3.06,3,17,7
BC4-13,8/20/18,2.00-3.06,3,15.5,9
BC4-7,8/20/18,2.00-3.06,3,15,10
BC4-11,8/20/18,2.00-3.06,3,15,11
BC4-1,8/20/18,2.00-3.06,3,16,12
BC3-13,8/20/18,2.00-3.06,3,16.5,13
BC4-10,8/20/18,2.00-3.06,3,15,14
BC12-11,8/21/18,8.44-9.50,1,15,1
BC14-1,8/21/18,8.44-9.50,1,15,3
BC14-4,8/21/18,8.44-9.50,1,16,4
BC12-8,8/21/18,8.44-9.50,1,16.5,5
BC12-2,8/21/18,8.44-9.50,1,15.5,6
BC12-12,8/21/18,8.44-9.50,1,15,7
BC12-15,8/21/18,8.44-9.50,1,15,8
BC12-5,8/21/18,8.44-9.50,1,17,9
BC14-14,8/21/18,8.44-9.50,1,14,10
BC14-15,8/21/18,8.44-9.50,1,15,11
BC12-9,8/21/18,8.44-9.50,1,17,12
BC12-6,8/21/18,8.44-9.50,1,17,13
BC12-7,8/21/18,8.44-9.50,1,15,14
BC12-10,8/21/18,8.44-9.50,1,17,15
BC13-4,8/21/18,10.04-11.10,2,17.5,1
BC13-1,8/21/18,10.04-11.10,2,17,3
BC13-2,8/21/18,10.04-11.10,2,16,4
BC13-8,8/21/18,10.04-11.10,2,18,5
BC14-7,8/21/18,10.04-11.10,2,15,6
BC14-8,8/21/18,10.04-11.10,2,15,7
BC14-3,8/21/18,10.04-11.10,2,15,8
BC13-9,8/21/18,10.04-11.10,2,19,9
BC13-15,8/21/18,10.04-11.10,2,15,10
BC14-10,8/21/18,10.04-11.10,2,15,11
BC13-3,8/21/18,10.04-11.10,2,17,12
BC14-2,8/21/18,10.04-11.10,2,17,13
BC14-5,8/21/18,10.04-11.10,2,15,14
BC13-10,8/21/18,10.04-11.10,2,18,15
BC13-6,8/21/18,11.13-11.58,3,16.5,1
BC13-7,8/21/18,11.13-11.58,3,15,3
BC13-4,8/21/18,12.18-1.23,4,13.8,1
BC13-1,8/21/18,12.18-1.23,4,13.5,3
BC13-2,8/21/18,12.18-1.23,4,16,4
BC13-8,8/21/18,12.18-1.23,4,14.7,5
BC14-7,8/21/18,12.18-1.23,4,12,6
BC14-8,8/21/18,12.18-1.23,4,13,7
BC14-3,8/21/18,12.18-1.23,4,14.5,8
BC13-9,8/21/18,12.18-1.23,4,19,9
BC13-15,8/21/18,12.18-1.23,4,15,10
BC14-10,8/21/18,12.18-1.23,4,15,11
BC13-3,8/21/18,12.18-1.23,4,17,12
BC14-2,8/21/18,12.18-1.23,4,17,13
BC14-5,8/21/18,12.18-1.23,4,15,14
BC13-10,8/21/18,12.18-1.23,4,18,15
BC12-11,8/21/18,1.44-2.49,5,12,1
BC14-1,8/21/18,1.44-2.49,5,13,3
BC14-4,8/21/18,1.44-2.49,5,13.9,4
BC12-8,8/21/18,1.44-2.49,5,14.1,5
BC12-2,8/21/18,1.44-2.49,5,14.2,6
BC12-12,8/21/18,1.44-2.49,5,12.1,7
BC12-15,8/21/18,1.44-2.49,5,12.5,8
BC12-5,8/21/18,1.44-2.49,5,17,9
BC14-14,8/21/18,1.44-2.49,5,14,10
BC14-15,8/21/18,1.44-2.49,5,15,11
BC12-9,8/21/18,1.44-2.49,5,17,12
BC12-6,8/21/18,1.44-2.49,5,17,13
BC12-7,8/21/18,1.44-2.49,5,15,14
BC12-10,8/21/18,1.44-2.49,5,17,15
BC13-6,8/21/18,3.02-3.48,6,14.4,1
BC13-7,8/21/18,3.02-3.48,6,15,3
SEAWATER,8/21/18,3.02-3.48,6,15,4
BC14-1,8/22/18,10.46-11.51,1,15,1
BC14-4,8/22/18,10.46-11.51,1,16,3
BC12-15,8/22/18,10.46-11.51,1,15,4
BC12-2,8/22/18,10.46-11.51,1,15.5,5
BC12-12,8/22/18,10.46-11.51,1,15,6
BC12-11,8/22/18,10.46-11.51,1,15,7
BC12-8,8/22/18,10.46-11.51,1,16.5,8
BC14-14,8/22/18,10.46-11.51,1,14,9
BC12-6,8/22/18,10.46-11.51,1,17,10
BC12-7,8/22/18,10.46-11.51,1,15,11
BC12-9,8/22/18,10.46-11.51,1,17,12
BC14-15,8/22/18,10.46-11.51,1,15,13
BC12-10,8/22/18,10.46-11.51,1,17,14
BC12-5,8/22/18,10.46-11.51,1,17,15
BC13-2,8/22/18,12.03-1.11,2,16,1
BC14-7,8/22/18,12.03-1.11,2,15,3
BC13-8,8/22/18,12.03-1.11,2,18,4
BC13-1,8/22/18,12.03-1.11,2,17,5
BC14-8,8/22/18,12.03-1.11,2,15,6
BC13-6,8/22/18,12.03-1.11,2,16.5,7
BC14-3,8/22/18,12.03-1.11,2,15,8
BC14-2,8/22/18,12.03-1.11,2,17,9
BC13-3,8/22/18,12.03-1.11,2,17,10
BC13-15,8/22/18,12.03-1.11,2,15,11
BC13-9,8/22/18,12.03-1.11,2,19,12
BC13-7,8/22/18,12.03-1.11,2,15,13
BC14-10,8/22/18,12.03-1.11,2,15,14
BC14-5,8/22/18,12.03-1.11,2,15,15
BC13-4,8/22/18,1.19-1.53,3,17.5,1
BC13-10,8/22/18,1.19-1.53,3,18,3
BC12-12,8/23/18,8.22-9.27,1,15,1
BC12-9,8/23/18,8.22-9.27,1,17,3
BC12-6,8/23/18,8.22-9.27,1,17,4
BC12-8,8/23/18,8.22-9.27,1,16.5,5
BC12-2,8/23/18,8.22-9.27,1,15.5,6
BC12-11,8/23/18,8.22-9.27,1,15,7
BC12-10,8/23/18,8.22-9.27,1,17,8
BC14-7,8/23/18,8.22-9.27,1,15,9
BC14-5,8/23/18,8.22-9.27,1,15,10
BC14-10,8/23/18,8.22-9.27,1,15,11
BC12-5,8/23/18,8.22-9.27,1,17,12
BC12-15,8/23/18,8.22-9.27,1,15,13
BC14-3,8/23/18,8.22-9.27,1,15,14
BC12-7,8/23/18,8.22-9.27,1,15,15
BC12-12,8/23/18,9.38-10.45,2,15,1
BC12-9,8/23/18,9.38-10.45,2,17,3
BC12-6,8/23/18,9.38-10.45,2,17,4
BC12-8,8/23/18,9.38-10.45,2,16.5,5
BC12-2,8/23/18,9.38-10.45,2,15.5,6
BC12-11,8/23/18,9.38-10.45,2,15,7
BC12-10,8/23/18,9.38-10.45,2,17,8
BC14-7,8/23/18,9.38-10.45,2,15,9
BC14-5,8/23/18,9.38-10.45,2,15,10
BC14-10,8/23/18,9.38-10.45,2,15,11
BC12-5,8/23/18,9.38-10.45,2,17,12
BC12-15,8/23/18,9.38-10.45,2,15,13
BC14-3,8/23/18,9.38-10.45,2,15,14
BC12-7,8/23/18,9.38-10.45,2,15,15
BC13-4,8/23/18,10.54-12.04,3,17.5,1
BC14-14,8/23/18,10.54-12.04,3,14,3
BC14-2,8/23/18,10.54-12.04,3,17,4
BC14-4,8/23/18,10.54-12.04,3,16,5
BC14-1,8/23/18,10.54-12.04,3,15,6
BC14-15,8/23/18,10.54-12.04,3,15,7
BC14-8,8/23/18,10.54-12.04,3,15,8
BC13-7,8/23/18,10.54-12.04,3,15,9
BC13-6,8/23/18,10.54-12.04,3,16.5,10
BC13-10,8/23/18,10.54-12.04,3,18,11
BC13-8,8/23/18,10.54-12.04,3,18,12
BC13-9,8/23/18,10.54-12.04,3,19,13
BC13-2,8/23/18,10.54-12.04,3,16,14
BC13-15,8/23/18,10.54-12.04,3,15,15
BC13-4,8/23/18,12.16-1.25,4,17.5,1
BC14-14,8/23/18,12.16-1.25,4,14,3
BC14-2,8/23/18,12.16-1.25,4,17,4
BC14-4,8/23/18,12.16-1.25,4,16,5
BC14-1,8/23/18,12.16-1.25,4,15,6
BC14-15,8/23/18,12.16-1.25,4,15,7
BC14-8,8/23/18,12.16-1.25,4,15,8
BC13-7,8/23/18,12.16-1.25,4,15,9
BC13-6,8/23/18,12.16-1.25,4,16.5,10
BC13-10,8/23/18,12.16-1.25,4,18,11
BC13-8,8/23/18,12.16-1.25,4,18,12
BC13-9,8/23/18,12.16-1.25,4,19,13
BC13-2,8/23/18,12.16-1.25,4,16,14
BC13-15,8/23/18,12.16-1.25,4,15,15
BC13-1,8/23/18,3.28-4.06,5,17,1
BC13-3,8/23/18,3.28-4.06,5,17,3
BC13-1,8/23/18,4.07-4.34,6,17,1
BC13-3,8/23/18,4.07-4.34,6,17,3
BC14-4,8/24/18,8.00-9.05,1,16,1
BC12-8,8/24/18,8.00-9.05,1,16.5,3
BC14-8,8/24/18,8.00-9.05,1,15,4
BC12-6,8/24/18,8.00-9.05,1,17,5
BC14-15,8/24/18,8.00-9.05,1,15,6
BC12-9,8/24/18,8.00-9.05,1,17,7
BC14-2,8/24/18,8.00-9.05,1,17,8
BC12-7,8/24/18,8.00-9.05,1,15,9
BC12-10,8/24/18,8.00-9.05,1,17,10
BC12-2,8/24/18,8.00-9.05,1,15.5,11
BC12-5,8/24/18,8.00-9.05,1,17,12
BC12-15,8/24/18,8.00-9.05,1,15,13
BC12-12,8/24/18,8.00-9.05,1,15,14
BC12-11,8/24/18,8.00-9.05,1,15,15
BC13-6,8/24/18,9.10-10.16,2,16.5,1
BC13-3,8/24/18,9.10-10.16,2,17,3
BC13-4,8/24/18,9.10-10.16,2,17.5,4
BC13-15,8/24/18,9.10-10.16,2,15,5
BC13-10,8/24/18,9.10-10.16,2,18,6
BC13-1,8/24/18,9.10-10.16,2,17,7
BC13-8,8/24/18,9.10-10.16,2,18,8
BC14-1,8/24/18,9.10-10.16,2,15,9
BC14-5,8/24/18,9.10-10.16,2,15,10
BC14-3,8/24/18,9.10-10.16,2,15,11
BC14-10,8/24/18,9.10-10.16,2,15,12
BC14-7,8/24/18,9.10-10.16,2,15,13
BC13-7,8/24/18,9.10-10.16,2,15,14
BC14-4,8/24/18,9.10-10.16,2,16,15
BC13-2,8/24/18,6.05-6.29,3,16,1
BC13-9,8/24/18,6.05-6.29,3,19,3
BC2-11,8/28/18,8.33-9.38,1,16.5,1
BC4-14,8/28/18,8.33-9.38,1,15,3
BC4-6,8/28/18,8.33-9.38,1,15,4
BC4-2,8/28/18,8.33-9.38,1,17.5,5
BC4-5,8/28/18,8.33-9.38,1,15,6
BC2-12,8/28/18,8.33-9.38,1,17,7
BC4-4,8/28/18,8.33-9.38,1,17,8
BC4-7,8/28/18,8.33-9.38,1,15,9
BC2-6,8/28/18,8.33-9.38,1,15,10
BC4-10,8/28/18,8.33-9.38,1,15,11
BC2-14,8/28/18,8.33-9.38,1,17.5,12
BC4-13,8/28/18,8.33-9.38,1,15.5,13
BC4-1,8/28/18,8.33-9.38,1,16,14
BC4-11,8/28/18,8.33-9.38,1,15,15
BC3-12,8/28/18,9.47-10.57,2,15,1
BC3-11,8/28/18,9.47-10.57,2,17,3
BC2-2,8/28/18,9.47-10.57,2,16.5,4
BC2-9,8/28/18,9.47-10.57,2,16,5
BC3-10,8/28/18,9.47-10.57,2,17,6
BC2-1,8/28/18,9.47-10.57,2,15,7
BC3-4,8/28/18,9.47-10.57,2,16.5,8
BC3-8,8/28/18,9.47-10.57,2,17,9
BC3-9,8/28/18,9.47-10.57,2,16.5,10
BC2-8,8/28/18,9.47-10.57,2,17,11
BC3-6,8/28/18,9.47-10.57,2,15,12
BC2-4,8/28/18,9.47-10.57,2,17,13
BC2-3,8/28/18,9.47-10.57,2,16,14
BC3-13,8/28/18,9.47-10.57,2,16.5,15
BC15-5,8/28/18,11.08-12.14,3,15,1
BC12-12,8/28/18,11.08-12.14,3,15,3
BC15-13,8/28/18,11.08-12.14,3,17,4
BC3-1,8/28/18,11.08-12.14,3,18,5
BC15-10,8/28/18,11.08-12.14,3,17,6
BC15-12,8/28/18,11.08-12.14,3,16,7
BC15-8,8/28/18,11.08-12.14,3,19,8
BC15-4,8/28/18,11.08-12.14,3,16,9
BC15-9,8/28/18,11.08-12.14,3,19,10
BC12-6,8/28/18,11.08-12.14,3,17,11
BC15-1,8/28/18,11.08-12.14,3,15,12
BC15-14,8/28/18,11.08-12.14,3,16,13
BC3-14,8/28/18,11.08-12.14,3,16,14
BC15-3,8/28/18,11.08-12.14,3,18,15
BC14-8,8/28/18,12.49-1.54,4,15,1
BC12-15,8/28/18,12.49-1.54,4,15,3
BC12-2,8/28/18,12.49-1.54,4,15.5,4
BC14-3,8/28/18,12.49-1.54,4,15,5
BC12-11,8/28/18,12.49-1.54,4,15,6
BC14-4,8/28/18,12.49-1.54,4,16,7
BC12-8,8/28/18,12.49-1.54,4,16.5,8
BC12-5,8/28/18,12.49-1.54,4,17,9
BC12-9,8/28/18,12.49-1.54,4,17,10
BC12-10,8/28/18,12.49-1.54,4,17,11
BC14-10,8/28/18,12.49-1.54,4,15,12
BC12-7,8/28/18,12.49-1.54,4,15,13
BC14-5,8/28/18,12.49-1.54,4,15,14
BC14-2,8/28/18,12.49-1.54,4,17,15
BC13-4,8/28/18,2.06-3.11,5,17.5,1
BC13-2,8/28/18,2.06-3.11,5,16,3
BC13-6,8/28/18,2.06-3.11,5,16.5,4
BC14-7,8/28/18,2.06-3.11,5,15,5
BC14-1,8/28/18,2.06-3.11,5,15,6
BC13-1,8/28/18,2.06-3.11,5,17,7
BC13-8,8/28/18,2.06-3.11,5,18,8
BC13-7,8/28/18,2.06-3.11,5,15,9
BC13-15,8/28/18,2.06-3.11,5,15,10
BC13-9,8/28/18,2.06-3.11,5,19,11
BC13-10,8/28/18,2.06-3.11,5,18,12
BC13-3,8/28/18,2.06-3.11,5,17,13
BC14-15,8/28/18,2.06-3.11,5,15,14
BC14-14,8/28/18,2.06-3.11,5,14,15
BC15-5,8/31/18,9.07-10.12,1,15,1
BC15-13,8/31/18,9.07-10.12,1,17,3
BC15-8,8/31/18,9.07-10.12,1,19,4
BC15-10,8/31/18,9.07-10.12,1,17,5
BC2-9,8/31/18,9.07-10.12,1,16,6
BC2-12,8/31/18,9.07-10.12,1,17,7
BC15-12,8/31/18,9.07-10.12,1,16,8
BC15-4,8/31/18,9.07-10.12,1,16,9
BC15-1,8/31/18,9.07-10.12,1,15,10
BC15-14,8/31/18,9.07-10.12,1,16,11
BC15-9,8/31/18,9.07-10.12,1,19,12
BC15-3,8/31/18,9.07-10.12,1,18,13
BC2-4,8/31/18,9.07-10.12,1,17,14
BC2-3,8/31/18,9.07-10.12,1,16,15
BC3-4,8/31/18,10.21-11.26,2,16.5,1
BC3-12,8/31/18,10.21-11.26,2,15,3
BC3-11,8/31/18,10.21-11.26,2,17,4
BC2-2,8/31/18,10.21-11.26,2,16.5,5
BC2-11,8/31/18,10.21-11.26,2,16.5,6
BC2-11,8/31/18,10.21-11.26,2,16.5,7
BC3-1,8/31/18,10.21-11.26,2,18,8
BC2-6,8/31/18,10.21-11.26,2,15,9
BC2-8,8/31/18,10.21-11.26,2,17,10
BC3-9,8/31/18,10.21-11.26,2,16.5,11
BC3-6,8/31/18,10.21-11.26,2,15,12
BC2-14,8/31/18,10.21-11.26,2,17.5,13
BC3-15,8/31/18,10.21-11.26,2,16.5,14
BC3-13,8/31/18,10.21-11.26,2,16.5,15
BC3-10,8/31/18,11.33-12.38,3,17,1
BC4-2,8/31/18,11.33-12.38,3,17.5,3
BC4-14,8/31/18,11.33-12.38,3,15,4
BC4-6,8/31/18,11.33-12.38,3,15,5
BC4-5,8/31/18,11.33-12.38,3,15,6
BC12-15,8/31/18,11.33-12.38,3,15,7
BC4-4,8/31/18,11.33-12.38,3,17,8
BC12-9,8/31/18,11.33-12.38,3,17,9
BC4-7,8/31/18,11.33-12.38,3,15,10
BC4-14,8/31/18,11.33-12.38,3,15,11
BC4-13,8/31/18,11.33-12.38,3,15.5,12
BC3-8,8/31/18,11.33-12.38,3,17,13
BC4-11,8/31/18,11.33-12.38,3,15,14
BC4-10,8/31/18,11.33-12.38,3,15,15
BC14-4,8/31/18,12.49-1.54,4,16,1
BC12-11,8/31/18,12.49-1.54,4,15,3
BC14-3,8/31/18,12.49-1.54,4,15,4
BC14-7,8/31/18,12.49-1.54,4,15,5
BC12-8,8/31/18,12.49-1.54,4,16.5,6
BC12-12,8/31/18,12.49-1.54,4,15,7
BC12-2,8/31/18,12.49-1.54,4,15.5,8
BC14-15,8/31/18,12.49-1.54,4,15,9
BC14-14,8/31/18,12.49-1.54,4,14,10
BC14-10,8/31/18,12.49-1.54,4,15,11
BC12-6,8/31/18,12.49-1.54,4,17,12
BC12-10,8/31/18,12.49-1.54,4,17,13
BC12-5,8/31/18,12.49-1.54,4,17,14
BC12-7,8/31/18,12.49-1.54,4,15,15
BC13-4,8/31/18,2.03-3.08,5,17.5,1
BC13-8,8/31/18,2.03-3.08,5,18,3
BC14-8,8/31/18,2.03-3.08,5,15,4
BC13-2,8/31/18,2.03-3.08,5,16,5
BC14-1,8/31/18,2.03-3.08,5,15,6
BC13-6,8/31/18,2.03-3.08,5,16.5,7
BC13-1,8/31/18,2.03-3.08,5,17,8
BC14-2,8/31/18,2.03-3.08,5,17,9
